age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,id
45,M,3452,Célibataire,Consulting,Assistant de Direction,5,80,9,6,5,Non,0,2,1,29,3,Transformation Digitale,Y,Occasionnel,0,3,3,3,1,4,2,2,3,Non,13.0,192
38,F,4317,Célibataire,Consulting,Assistant de Direction,3,80,19,3,2,Non,0,2,1,3,5,Entrepreunariat,Y,Occasionnel,2,2,4,3,2,3,2,3,4,Oui,20.0,193
30,F,2632,Célibataire,Consulting,Assistant de Direction,1,80,5,5,4,Non,0,4,1,18,3,Infra & Cloud,Y,Occasionnel,0,4,1,3,1,3,3,2,3,Non,14.0,194
32,M,4668,Divorcé(e),Commercial,Cadre Commercial,0,80,9,8,7,Non,3,2,1,9,2,Transformation Digitale,Y,Frequent,0,7,4,1,2,4,4,4,3,Non,17.0,195
30,F,3204,Divorcé(e),Consulting,Assistant de Direction,5,80,8,3,2,Non,1,3,1,5,3,Entrepreunariat,Y,Occasionnel,2,2,4,3,1,1,4,3,3,Non,14.0,197
30,M,2720,Célibataire,Consulting,Consultant,0,80,6,5,3,Non,0,3,1,2,1,Transformation Digitale,Y,Occasionnel,1,2,2,2,1,4,4,3,3,Non,13.0,198
41,M,17181,Divorcé(e),Consulting,Senior Manager,4,80,21,7,6,Non,1,2,1,10,3,Infra & Cloud,Y,Frequent,7,7,4,2,4,1,2,2,3,Non,13.0,199
41,M,2238,Marié(e),Consulting,Consultant,2,80,7,5,0,Non,1,2,1,9,4,Infra & Cloud,Y,Occasionnel,1,4,3,3,1,1,4,3,4,Non,21.0,200
19,F,1483,Célibataire,Consulting,Consultant,1,80,1,1,0,Non,0,3,1,3,1,Transformation Digitale,Y,Occasionnel,0,0,2,3,1,2,4,3,3,Non,14.0,201
40,F,5605,Divorcé(e),Consulting,Assistant de Direction,1,80,20,20,7,Non,1,2,1,26,3,Transformation Digitale,Y,Frequent,2,13,2,3,2,2,1,3,3,Non,11.0,202
35,M,7295,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,Non,2,3,1,1,5,Marketing,Y,Occasionnel,0,6,3,3,3,2,1,3,3,Non,13.0,204
53,M,2306,Marié(e),Commercial,Représentant Commercial,2,80,13,7,7,Non,1,3,1,6,2,Marketing,Y,Occasionnel,4,5,2,3,2,3,4,1,4,Oui,20.0,205
45,M,2348,Divorcé(e),Consulting,Consultant,8,80,20,17,9,Non,1,2,1,9,3,Infra & Cloud,Y,Occasionnel,0,15,2,3,2,2,3,1,3,Non,18.0,206
32,F,8998,Célibataire,Commercial,Cadre Commercial,1,80,9,9,8,Non,0,2,1,8,3,Marketing,Y,Frequent,3,7,2,3,3,4,4,3,3,Non,14.0,207
29,M,4319,Marié(e),Consulting,Tech Lead,1,80,10,10,7,Non,1,1,1,1,1,Entrepreunariat,Y,Aucun,0,9,4,3,2,3,1,3,3,Non,13.0,208
51,M,6132,Marié(e),Consulting,Tech Lead,2,80,10,1,0,Non,0,2,1,7,4,Transformation Digitale,Y,Occasionnel,0,0,2,2,2,3,3,3,3,Non,17.0,211
58,F,3346,Marié(e),Consulting,Assistant de Direction,4,80,9,1,0,Non,1,3,1,9,3,Transformation Digitale,Y,Occasionnel,0,0,2,2,1,2,2,2,4,Oui,20.0,214
40,M,10855,Marié(e),Commercial,Cadre Commercial,7,80,15,12,11,Non,1,2,1,4,4,Marketing,Y,Occasionnel,2,11,3,2,3,4,1,2,3,Non,11.0,215
34,F,2231,Marié(e),Commercial,Représentant Commercial,6,80,6,4,3,Non,1,3,1,2,4,Marketing,Y,Frequent,1,2,3,3,1,3,4,3,3,Non,18.0,216
22,M,2323,Marié(e),Consulting,Assistant de Direction,1,80,2,2,2,Non,2,6,1,19,1,Transformation Digitale,Y,Occasionnel,2,2,3,3,1,4,1,3,4,Non,24.0,217
27,M,2024,Divorcé(e),Consulting,Assistant de Direction,6,80,6,2,2,Non,1,1,1,9,3,Transformation Digitale,Y,Aucun,2,2,4,3,1,2,4,1,3,Non,18.0,218
28,M,2713,Marié(e),Consulting,Assistant de Direction,1,80,5,5,2,Non,1,2,1,21,3,Transformation Digitale,Y,Occasionnel,0,2,3,3,1,4,3,1,3,Non,11.0,221
57,M,9439,Divorcé(e),Consulting,Manager,3,80,12,5,3,Non,1,2,1,24,2,Infra & Cloud,Y,Occasionnel,1,4,3,4,3,4,2,1,3,Oui,16.0,223
27,M,2566,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,1,Non,1,2,1,3,3,Transformation Digitale,Y,Aucun,0,1,3,2,1,3,4,2,3,Oui,15.0,224
50,F,19926,Célibataire,Consulting,Senior Manager,3,80,21,5,4,Non,0,5,1,11,3,Infra & Cloud,Y,Occasionnel,4,4,3,3,5,2,2,3,3,Non,15.0,226
41,M,2451,Divorcé(e),Consulting,Assistant de Direction,4,80,13,9,8,Non,1,2,1,14,3,Infra & Cloud,Y,Occasionnel,1,8,1,3,1,3,1,3,3,Non,12.0,227
30,F,9419,Marié(e),Commercial,Cadre Commercial,2,80,12,10,9,Non,1,2,1,5,3,Infra & Cloud,Y,Occasionnel,7,4,2,3,3,4,3,3,3,Non,12.0,228
38,F,8686,Célibataire,Commercial,Cadre Commercial,4,80,12,8,3,Non,0,2,1,1,4,Infra & Cloud,Y,Occasionnel,0,7,1,2,2,4,3,4,4,Non,22.0,230
32,M,3038,Célibataire,Consulting,Assistant de Direction,3,80,8,5,4,Non,0,2,1,6,5,Infra & Cloud,Y,Occasionnel,1,4,3,3,1,3,1,3,4,Non,20.0,231
27,M,3058,Marié(e),Consulting,Assistant de Direction,0,80,6,5,2,Non,1,3,1,17,3,Entrepreunariat,Y,Occasionnel,1,1,3,3,1,2,4,2,3,Oui,16.0,233
19,F,2325,Célibataire,Commercial,Représentant Commercial,0,80,1,0,0,Oui,0,5,1,1,1,Entrepreunariat,Y,Frequent,0,0,3,1,1,1,1,4,4,Non,21.0,235
36,M,2088,Célibataire,Consulting,Consultant,4,80,13,8,7,Non,0,3,1,3,2,Transformation Digitale,Y,Frequent,7,2,4,3,1,2,3,2,3,Non,12.0,238
30,M,3072,Divorcé(e),Consulting,Consultant,1,80,12,12,9,Non,2,4,1,9,3,Transformation Digitale,Y,Aucun,6,10,3,3,2,1,3,3,3,Non,11.0,239
45,F,5006,Divorcé(e),Commercial,Cadre Commercial,4,80,9,5,4,Non,1,3,1,4,2,Infra & Cloud,Y,Occasionnel,0,3,3,3,2,1,1,4,3,Oui,11.0,240
56,F,4257,Divorcé(e),Consulting,Assistant de Direction,4,80,19,2,2,Non,1,3,1,8,3,Infra & Cloud,Y,Occasionnel,2,2,3,3,1,1,3,3,3,Oui,18.0,241
33,M,2500,Célibataire,Consulting,Assistant de Direction,0,80,4,3,1,Non,0,2,1,2,3,Infra & Cloud,Y,Occasionnel,0,2,3,3,1,4,1,4,3,Non,14.0,242
19,M,1102,Célibataire,Consulting,Consultant,1,80,1,1,0,Oui,0,3,1,2,3,Infra & Cloud,Y,Occasionnel,1,0,2,2,1,4,3,2,4,Non,22.0,243
46,F,10453,Divorcé(e),Commercial,Cadre Commercial,1,80,24,24,13,Non,3,2,1,1,2,Marketing,Y,Occasionnel,15,7,2,3,3,1,3,3,4,Non,25.0,244
38,F,2288,Célibataire,Consulting,Consultant,1,80,2,2,2,Non,0,3,1,9,2,Infra & Cloud,Y,Occasionnel,2,1,3,3,1,4,3,3,3,Non,12.0,245
31,F,3929,Marié(e),Consulting,Assistant de Direction,8,80,7,4,2,Non,1,0,1,12,1,Transformation Digitale,Y,Occasionnel,0,2,3,3,1,4,3,3,4,Oui,23.0,246
34,F,2311,Célibataire,Consulting,Assistant de Direction,2,80,9,3,2,Non,0,3,1,27,2,Transformation Digitale,Y,Occasionnel,1,2,4,3,1,2,4,3,3,Non,15.0,247
41,F,3140,Célibataire,Commercial,Représentant Commercial,1,80,4,4,3,Oui,0,5,1,20,2,Marketing,Y,Occasionnel,0,2,2,3,1,2,4,2,4,Oui,22.0,248
50,M,3690,Marié(e),Consulting,Consultant,2,80,5,3,2,Non,1,2,1,1,3,Transformation Digitale,Y,Occasionnel,0,2,3,2,1,3,4,2,3,Non,15.0,249
53,F,4450,Divorcé(e),Consulting,Tech Lead,1,80,5,4,2,Non,2,3,1,13,2,Transformation Digitale,Y,Occasionnel,1,3,4,4,2,1,3,3,3,Non,11.0,250
33,F,2756,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7,Non,1,5,1,14,3,Transformation Digitale,Y,Occasionnel,1,6,4,3,1,2,4,3,3,Non,13.0,252
40,F,19033,Marié(e),Consulting,Senior Manager,1,80,21,20,8,Non,1,2,1,4,1,Transformation Digitale,Y,Occasionnel,9,9,4,3,5,3,2,3,3,Non,14.0,253
55,M,18722,Célibataire,Consulting,Directeur Technique,8,80,36,24,15,Non,0,3,1,14,4,Transformation Digitale,Y,Occasionnel,2,15,3,4,5,2,4,3,3,Non,11.0,254
34,M,9547,Marié(e),Consulting,Tech Lead,1,80,10,10,9,Non,0,2,1,2,1,Infra & Cloud,Y,Frequent,1,9,4,2,2,3,3,2,3,Non,17.0,256
51,F,13734,Célibataire,Consulting,Manager,3,80,21,7,7,Non,0,6,1,3,3,Transformation Digitale,Y,Occasionnel,1,0,4,3,4,2,3,3,3,Non,18.0,258
52,M,19999,Marié(e),Consulting,Senior Manager,0,80,34,33,18,Non,1,5,1,1,4,Infra & Cloud,Y,Occasionnel,11,9,3,2,5,3,1,3,3,Non,14.0,259
27,F,2279,Célibataire,Consulting,Assistant de Direction,1,80,7,7,7,Non,0,2,1,9,3,Transformation Digitale,Y,Occasionnel,0,3,4,3,1,2,4,2,3,Non,16.0,260
35,M,5916,Marié(e),Consulting,Tech Lead,3,80,8,1,0,Oui,0,1,1,23,2,Infra & Cloud,Y,Occasionnel,0,1,2,2,2,3,1,3,3,Oui,13.0,261
43,M,2089,Divorcé(e),Consulting,Assistant de Direction,4,80,7,5,4,Non,3,3,1,7,3,Transformation Digitale,Y,Aucun,2,2,4,4,1,4,4,4,3,Non,14.0,262
45,M,16792,Marié(e),Consulting,Senior Manager,9,80,22,20,8,Non,1,1,1,2,2,Transformation Digitale,Y,Aucun,11,8,1,2,4,4,4,3,4,Non,23.0,264
37,M,3564,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7,Non,1,3,1,21,3,Infra & Cloud,Y,Occasionnel,1,7,2,4,1,1,1,2,3,Oui,12.0,267
35,F,4425,Célibataire,Consulting,Consultant,5,80,10,6,2,Non,0,5,1,2,3,Transformation Digitale,Y,Frequent,1,2,2,3,2,2,4,3,3,Non,11.0,269
42,F,5265,Divorcé(e),Consulting,Tech Lead,2,80,11,5,3,Non,1,5,1,21,2,Transformation Digitale,Y,Aucun,0,2,3,3,2,3,2,3,3,Non,16.0,270
38,M,6553,Marié(e),Consulting,Tech Lead,9,80,14,1,0,Non,0,3,1,2,4,Infra & Cloud,Y,Occasionnel,0,0,4,3,2,3,2,3,3,Non,14.0,271
38,M,6261,Marié(e),Consulting,Tech Lead,3,80,9,7,7,Non,1,3,1,29,3,Entrepreunariat,Y,Occasionnel,1,7,4,3,2,4,1,1,3,Non,18.0,273
27,M,4298,Marié(e),Consulting,Tech Lead,5,80,6,2,2,Non,1,1,1,1,1,Entrepreunariat,Y,Frequent,2,0,3,2,2,1,3,3,3,Non,19.0,274
49,M,6804,Divorcé(e),Consulting,Tech Lead,1,80,7,7,7,Non,2,0,1,18,4,Infra & Cloud,Y,Aucun,1,7,4,3,2,4,1,3,3,Oui,15.0,275
34,M,3815,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,Non,1,4,1,10,4,Transformation Digitale,Y,Frequent,2,0,4,3,1,3,4,4,3,Oui,17.0,277
40,M,2741,Marié(e),Consulting,Consultant,8,80,15,7,2,Non,1,2,1,19,2,Transformation Digitale,Y,Occasionnel,3,7,3,3,2,4,3,4,3,Oui,15.0,281
38,M,6673,Marié(e),Consulting,Manager,7,80,17,1,0,Oui,0,2,1,29,1,Transformation Digitale,Y,Occasionnel,0,0,2,3,2,1,2,3,3,Oui,19.0,282
29,F,7639,Marié(e),Commercial,Cadre Commercial,1,80,10,10,4,Oui,3,3,1,27,3,Marketing,Y,Occasionnel,1,9,2,3,3,4,4,2,4,Non,22.0,283
22,M,2328,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2,Non,1,2,1,5,3,Infra & Cloud,Y,Occasionnel,2,2,4,4,1,2,1,2,3,Oui,16.0,284
36,F,2153,Célibataire,Consulting,Consultant,1,80,8,8,1,Non,0,2,1,18,1,Transformation Digitale,Y,Frequent,1,7,2,3,1,4,1,3,3,Non,13.0,286
40,M,4876,Marié(e),Consulting,Manager,9,80,5,3,2,Non,1,5,1,9,5,Infra & Cloud,Y,Aucun,0,2,4,2,2,4,4,1,3,Non,14.0,287
46,M,9396,Divorcé(e),Consulting,Manager,7,80,17,4,2,Non,1,3,1,1,4,Transformation Digitale,Y,Occasionnel,0,3,4,3,3,1,3,3,3,Non,16.0,288
32,M,10400,Marié(e),Commercial,Cadre Commercial,1,80,14,14,8,Oui,0,2,1,4,4,Transformation Digitale,Y,Occasionnel,9,8,4,1,3,4,3,2,3,Non,11.0,291
30,M,8474,Célibataire,Consulting,Tech Lead,1,80,12,11,8,Non,0,2,1,1,1,Infra & Cloud,Y,Aucun,5,8,3,2,3,3,3,3,4,Non,22.0,292
27,F,9981,Célibataire,Commercial,Cadre Commercial,1,80,7,7,7,Non,0,2,1,20,3,Infra & Cloud,Y,Frequent,0,7,4,3,2,3,4,3,3,Non,14.0,293
51,M,12490,Marié(e),Consulting,Directeur Technique,5,80,16,10,9,Non,2,5,1,8,4,Infra & Cloud,Y,Occasionnel,4,7,2,2,3,2,4,1,3,Non,16.0,296
30,F,2657,Célibataire,Consulting,Assistant de Direction,5,80,8,5,2,Oui,0,5,1,3,3,Entrepreunariat,Y,Occasionnel,0,4,4,3,1,1,3,3,3,Oui,11.0,297
41,F,13591,Célibataire,Commercial,Senior Manager,3,80,16,1,0,Non,0,3,1,6,3,Infra & Cloud,Y,Occasionnel,0,0,4,3,3,4,3,3,3,Oui,18.0,298
30,F,6696,Célibataire,Commercial,Cadre Commercial,5,80,9,6,3,Oui,0,5,1,26,4,Marketing,Y,Frequent,0,1,3,2,2,1,3,2,3,Non,15.0,299
29,M,2058,Célibataire,Consulting,Assistant de Direction,0,80,7,6,2,Oui,0,1,1,1,3,Entrepreunariat,Y,Occasionnel,1,5,3,3,1,3,4,2,3,Non,14.0,300
45,F,8865,Célibataire,Commercial,Cadre Commercial,6,80,23,19,7,Non,0,2,1,6,3,Transformation Digitale,Y,Aucun,12,8,4,2,3,4,4,3,3,Non,12.0,302
54,F,5940,Marié(e),Commercial,Cadre Commercial,2,80,16,6,2,Non,1,4,1,3,3,Marketing,Y,Occasionnel,0,5,4,3,2,1,4,3,3,Non,14.0,303
36,M,5914,Célibataire,Consulting,Consultant,8,80,16,13,11,Non,0,3,1,5,2,Infra & Cloud,Y,Occasionnel,3,7,4,3,2,2,4,4,3,Non,16.0,304
33,F,2622,Marié(e),Consulting,Assistant de Direction,6,80,7,3,2,Non,0,3,1,4,4,Transformation Digitale,Y,Occasionnel,1,1,3,2,1,2,4,3,4,Non,21.0,305
37,M,12185,Divorcé(e),Consulting,Directeur Technique,1,80,10,10,8,Non,3,1,1,11,3,Autre,Y,Frequent,0,7,2,3,3,4,3,3,3,Oui,14.0,306
38,M,10609,Divorcé(e),Commercial,Cadre Commercial,0,80,17,16,10,Non,2,6,1,3,3,Infra & Cloud,Y,Occasionnel,5,13,1,3,3,3,3,2,3,Non,12.0,307
31,M,4345,Marié(e),Consulting,Tech Lead,0,80,6,5,4,Non,1,2,1,1,4,Transformation Digitale,Y,Aucun,1,4,3,1,2,3,4,3,3,Non,12.0,308
59,M,2177,Marié(e),Consulting,Assistant de Direction,3,80,7,1,0,Non,1,6,1,3,3,Infra & Cloud,Y,Occasionnel,0,0,3,2,1,4,1,3,3,Non,17.0,309
37,M,2793,Divorcé(e),Commercial,Représentant Commercial,4,80,13,9,8,Non,1,2,1,4,4,Marketing,Y,Frequent,5,8,1,3,1,4,3,3,3,Non,17.0,311
29,F,7918,Marié(e),Commercial,Cadre Commercial,1,80,11,11,10,Non,1,5,1,1,1,Transformation Digitale,Y,Frequent,4,1,2,3,3,4,4,3,3,Non,14.0,312
35,F,8789,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,Non,0,3,1,1,3,Marketing,Y,Frequent,0,8,3,3,3,3,1,4,3,Non,14.0,314
29,M,2389,Célibataire,Consulting,Assistant de Direction,1,80,4,4,3,Oui,0,3,1,18,1,Transformation Digitale,Y,Occasionnel,0,1,3,2,1,4,3,2,3,Oui,13.0,315
52,F,3212,Célibataire,Consulting,Consultant,7,80,6,2,2,Non,0,3,1,2,3,Infra & Cloud,Y,Occasionnel,2,2,3,2,1,4,2,2,3,Non,15.0,316
42,M,19232,Marié(e),Consulting,Senior Manager,1,80,22,22,17,Non,0,3,1,4,2,Entrepreunariat,Y,Occasionnel,11,15,3,3,5,4,4,3,3,Non,11.0,319
59,M,2267,Marié(e),Ressources Humaines,Ressources Humaines,8,80,7,2,2,Non,0,2,1,6,2,Transformation Digitale,Y,Occasionnel,2,2,2,3,1,3,4,2,3,Non,17.0,321
50,F,19517,Divorcé(e),Commercial,Senior Manager,3,80,32,7,0,Non,1,3,1,1,4,Transformation Digitale,Y,Occasionnel,0,6,4,3,5,4,3,2,3,Non,11.0,323
33,M,2436,Marié(e),Consulting,Consultant,5,80,8,5,4,Oui,1,2,1,14,3,Transformation Digitale,Y,Occasionnel,0,4,3,3,1,4,3,1,3,Oui,13.0,325
43,F,16064,Marié(e),Commercial,Senior Manager,5,80,22,17,13,Non,1,3,1,16,3,Marketing,Y,Occasionnel,1,9,4,3,4,4,3,3,4,Oui,22.0,327
33,F,2707,Marié(e),Consulting,Consultant,7,80,13,9,7,Oui,0,3,1,2,2,Infra & Cloud,Y,Occasionnel,1,7,1,3,1,1,1,4,4,Non,20.0,328
52,M,19068,Célibataire,Commercial,Senior Manager,1,80,33,33,7,Non,0,2,1,2,4,Infra & Cloud,Y,Aucun,15,12,1,2,5,3,4,4,3,Oui,18.0,329
32,F,3931,Marié(e),Commercial,Représentant Commercial,2,80,6,4,3,Non,1,5,1,4,2,Infra & Cloud,Y,Occasionnel,1,2,3,3,1,2,1,3,3,Non,11.0,330
32,M,3730,Célibataire,Consulting,Consultant,0,80,4,3,2,Oui,0,2,1,1,3,Infra & Cloud,Y,Occasionnel,1,2,4,2,1,3,4,1,3,Oui,14.0,331
39,F,2232,Divorcé(e),Consulting,Consultant,7,80,7,3,2,Non,3,1,1,1,4,Transformation Digitale,Y,Occasionnel,1,2,3,3,1,3,3,3,3,Non,14.0,332
32,M,4465,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,Non,0,2,1,26,4,Marketing,Y,Aucun,2,2,3,3,2,4,1,3,3,Non,18.0,333
41,M,3072,Divorcé(e),Consulting,Assistant de Direction,2,80,17,1,0,Non,2,2,1,19,2,Infra & Cloud,Y,Occasionnel,0,0,3,3,2,1,1,2,3,Non,16.0,334
40,M,3319,Divorcé(e),Consulting,Assistant de Direction,1,80,9,9,8,Non,2,3,1,24,2,Entrepreunariat,Y,Occasionnel,4,7,1,3,2,4,1,3,3,Non,17.0,335
45,M,19202,Marié(e),Consulting,Senior Manager,0,80,25,24,0,Non,1,2,1,1,3,Autre,Y,Occasionnel,1,7,3,4,5,4,3,3,3,Non,11.0,336
31,M,13675,Divorcé(e),Consulting,Directeur Technique,9,80,9,2,2,Non,1,3,1,3,4,Transformation Digitale,Y,Frequent,2,2,2,3,3,3,1,3,3,Non,12.0,337
33,F,2911,Marié(e),Consulting,Assistant de Direction,1,80,2,2,2,Non,1,2,1,5,4,Infra & Cloud,Y,Occasionnel,0,2,3,2,1,4,3,2,3,Non,13.0,338
34,M,5957,Marié(e),Consulting,Tech Lead,6,80,13,11,9,Non,1,3,1,2,4,Infra & Cloud,Y,Occasionnel,5,9,4,2,2,1,2,3,3,Non,13.0,339
37,F,3920,Marié(e),Consulting,Assistant de Direction,2,80,17,3,1,Non,1,2,1,1,2,Transformation Digitale,Y,Occasionnel,0,2,3,2,1,1,1,2,3,Non,14.0,340
45,M,6434,Marié(e),Consulting,Tech Lead,4,80,9,3,2,Non,1,1,1,7,4,Infra & Cloud,Y,Frequent,0,2,1,4,2,3,4,3,3,Non,17.0,341
37,M,10048,Divorcé(e),Consulting,Tech Lead,6,80,17,1,0,Oui,2,5,1,10,3,Transformation Digitale,Y,Frequent,0,0,1,3,3,3,2,3,3,Non,11.0,342
39,F,10938,Célibataire,Consulting,Manager,0,80,20,19,6,Non,0,1,1,2,4,Entrepreunariat,Y,Frequent,11,8,3,3,3,3,4,3,4,Non,25.0,343
29,M,2340,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5,Non,0,1,1,15,3,Infra & Cloud,Y,Occasionnel,1,5,3,3,1,4,1,3,3,Non,19.0,346
42,F,6545,Célibataire,Consulting,Assistant de Direction,3,80,10,3,2,Non,0,1,1,17,2,Infra & Cloud,Y,Occasionnel,0,2,4,4,2,1,3,3,3,Oui,13.0,347
29,M,6931,Divorcé(e),Commercial,Cadre Commercial,2,80,10,3,2,Non,1,2,1,20,2,Marketing,Y,Occasionnel,0,2,4,3,2,4,4,3,3,Non,14.0,349
25,F,4898,Marié(e),Consulting,Tech Lead,0,80,5,4,2,Non,2,3,1,1,3,Infra & Cloud,Y,Occasionnel,1,2,1,3,2,3,4,3,3,Non,12.0,350
42,F,2593,Divorcé(e),Consulting,Consultant,0,80,10,9,6,Non,1,4,1,2,3,Transformation Digitale,Y,Occasionnel,7,8,4,2,1,1,3,3,3,Oui,11.0,351
40,M,19436,Divorcé(e),Consulting,Directeur Technique,0,80,22,21,7,Non,1,5,1,2,2,Transformation Digitale,Y,Occasionnel,3,9,1,3,5,3,4,3,3,Non,19.0,352
51,M,2723,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,Non,0,0,1,1,3,Infra & Cloud,Y,Occasionnel,0,0,3,3,1,4,2,2,3,Non,11.0,353
31,M,3479,Célibataire,Consulting,Consultant,0,80,6,5,4,Oui,0,2,1,29,2,Transformation Digitale,Y,Frequent,1,4,3,2,1,2,2,4,3,Non,11.0,355
32,M,2794,Marié(e),Consulting,Consultant,1,80,5,5,1,Non,0,3,1,7,3,Infra & Cloud,Y,Frequent,0,3,2,4,1,2,3,1,4,Non,20.0,359
38,M,5249,Marié(e),Commercial,Cadre Commercial,3,80,13,8,7,Non,1,0,1,2,2,Infra & Cloud,Y,Aucun,7,5,4,2,2,4,4,3,3,Non,18.0,361
32,M,2176,Célibataire,Consulting,Consultant,4,80,9,6,2,Non,0,5,1,2,1,Entrepreunariat,Y,Occasionnel,0,4,4,2,2,1,4,3,3,Non,13.0,362
46,F,16872,Marié(e),Commercial,Senior Manager,3,80,28,7,7,Non,1,2,1,2,3,Entrepreunariat,Y,Occasionnel,7,7,3,1,4,2,2,2,3,Oui,12.0,363
28,M,3485,Célibataire,Consulting,Consultant,2,80,5,0,0,Oui,0,5,1,2,4,Infra & Cloud,Y,Occasionnel,0,0,1,3,1,3,3,1,3,Non,11.0,364
29,M,6644,Marié(e),Commercial,Cadre Commercial,2,80,10,0,0,Non,2,2,1,2,3,Transformation Digitale,Y,Occasionnel,0,0,1,2,2,2,2,3,3,Non,19.0,366
31,M,5582,Marié(e),Consulting,Manager,0,80,10,9,0,Non,1,2,1,23,3,Transformation Digitale,Y,Occasionnel,7,8,2,2,2,4,2,3,4,Non,21.0,367
25,M,4000,Divorcé(e),Consulting,Manager,1,80,6,6,3,Non,2,2,1,5,2,Infra & Cloud,Y,Aucun,1,5,2,4,2,1,4,3,3,Non,12.0,369
45,M,13496,Marié(e),Consulting,Manager,0,80,21,20,7,Non,0,2,1,20,2,Transformation Digitale,Y,Occasionnel,4,10,3,3,4,4,2,3,3,Oui,14.0,372
36,M,3210,Marié(e),Consulting,Consultant,0,80,16,15,13,Non,1,4,1,6,3,Infra & Cloud,Y,Occasionnel,10,11,4,3,1,4,3,3,3,Non,11.0,373
55,M,19045,Célibataire,Consulting,Senior Manager,0,80,37,36,10,Non,0,2,1,1,3,Transformation Digitale,Y,Occasionnel,4,13,4,3,5,1,3,3,3,Oui,14.0,374
47,M,11849,Marié(e),Consulting,Senior Manager,1,80,10,10,7,Oui,1,2,1,29,4,Infra & Cloud,Y,Aucun,9,9,1,3,3,2,4,2,3,Oui,12.0,376
28,M,2070,Marié(e),Consulting,Assistant de Direction,1,80,5,5,2,Non,1,3,1,9,3,Transformation Digitale,Y,Occasionnel,0,4,4,3,1,4,4,2,4,Non,23.0,377
37,M,6502,Marié(e),Commercial,Cadre Commercial,4,80,7,5,4,Non,1,5,1,6,4,Transformation Digitale,Y,Occasionnel,0,1,3,3,2,4,2,4,3,Non,14.0,378
21,M,3230,Célibataire,Consulting,Assistant de Direction,1,80,3,3,2,Non,0,4,1,3,2,Transformation Digitale,Y,Occasionnel,1,0,4,2,1,3,1,4,3,Non,17.0,379
37,F,13603,Divorcé(e),Consulting,Directeur Technique,2,80,15,5,2,Non,2,2,1,1,4,Transformation Digitale,Y,Aucun,0,2,1,3,3,4,1,3,3,Oui,18.0,380
35,F,11996,Divorcé(e),Consulting,Senior Manager,7,80,10,7,7,Non,1,6,1,22,3,Infra & Cloud,Y,Occasionnel,6,2,2,4,3,2,2,2,3,Non,18.0,381
38,F,5605,Divorcé(e),Commercial,Cadre Commercial,1,80,8,8,0,Non,1,3,1,7,2,Transformation Digitale,Y,Occasionnel,7,7,1,4,2,1,3,3,4,Oui,24.0,382
26,F,6397,Divorcé(e),Consulting,Tech Lead,1,80,6,6,5,Non,1,6,1,1,3,Infra & Cloud,Y,Frequent,1,4,3,3,2,2,1,1,4,Non,20.0,384
50,M,19144,Divorcé(e),Consulting,Directeur Technique,3,80,28,10,4,Non,2,4,1,4,1,Infra & Cloud,Y,Occasionnel,1,6,1,3,5,2,1,2,3,Non,14.0,385
53,M,17584,Marié(e),Consulting,Directeur Technique,3,80,21,5,3,Non,3,5,1,3,4,Transformation Digitale,Y,Occasionnel,1,3,3,3,4,3,4,2,3,Oui,16.0,386
42,M,4907,Marié(e),Commercial,Cadre Commercial,1,80,20,20,16,Non,0,3,1,1,1,Infra & Cloud,Y,Occasionnel,11,6,2,3,2,3,3,3,4,Non,25.0,387
29,M,4554,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,Non,0,3,1,2,2,Infra & Cloud,Y,Frequent,0,9,2,3,2,4,1,2,3,Non,18.0,388
55,M,5415,Marié(e),Consulting,Consultant,3,80,12,10,7,Non,1,4,1,20,2,Entrepreunariat,Y,Occasionnel,0,8,2,3,2,4,4,3,3,Oui,19.0,389
26,M,4741,Marié(e),Consulting,Manager,1,80,5,5,3,Non,1,3,1,11,2,Transformation Digitale,Y,Frequent,3,3,1,3,2,1,3,3,3,Oui,13.0,390
37,F,2115,Célibataire,Consulting,Assistant de Direction,1,80,17,17,12,Non,0,3,1,1,3,Infra & Cloud,Y,Occasionnel,5,7,4,3,1,4,2,3,3,Non,12.0,391
